"","itweet"
"id 286","#disruptmath"
"id 286","presentation"
"id 286","#tmcnyc19"
"id 286","👉hoping"
"id 286","mathematical"
"id 286","`disruption`"
"id 286","cut"
"id 286","acros"
"id 286","prek"
"id 286","12"
"id 286","well"
"id 286","postsecondary"
"id 286","mathematical"
"id 286","space"
"id 286","#mtbo"
"id 286","+"
"id 286","#iteachmath"
"id 287","user36"
"id 287","user129"
"id 287","user212"
"id 287","weve"
"id 287","got"
"id 287","friend"
"id 287","everywhere"
"id 287","right"
"id 287","#disruptjmm"
"id 287","#disruptmath"
"id 288","user129"
"id 288","user36"
"id 288","user212"
"id 288","ive"
"id 288","heard"
"id 288","rumor"
"id 288","jmm"
"id 288","might"
"id 288","mean"
"id 288","january"
"id 288","math"
"id 288","meeting"
"id 288","can"
"id 288","still"
"id 288","use"
"id 288","#disruptjmm"
"id 288","just"
"id 288","spreading"
"id 288","unfounded"
"id 288","rumor"
"id 288","suggest"
"id 288","move"
"id 288","#disruptmath"
"id 288","just"
"id 288","take"
"id 288","everywhere"
"id 288","least"
"id 288","im"
"id 288","planning"
"id 288","mathfest"
"id 289","user241"
"id 289","everyone"
"id 289","hashtag"
"id 289","kind"
"id 289","u"
"id 289","meeting"
"id 289","even"
"id 289","werent"
"id 289","physically"
"id 289","thank"
"id 289","#disruptjmm"
"id 290","#disruptjmm"
"id 291","last"
"id 291","night"
"id 291","denver"
"id 291","#disruptjmm"
"id 292","#jmm2020"
"id 292","busy"
"id 292","time"
"id 292","one"
"id 292","make"
"id 292","time"
"id 292","thing"
"id 292","feed"
"id 292","soul"
"id 292","user13"
"id 292","talk"
"id 292","soul"
"id 292","dessert"
"id 292","#disruptjmm"
"id 293","user266"
"id 293","thank"
"id 293","opening"
"id 293","many"
"id 293","amazing"
"id 293","conversation"
"id 293","#disruptjmm"
"id 293","#jmm2020"
"id 294","now"
"id 294","della"
"id 294","dumbaugh"
"id 294","hannah"
"id 294","fenster"
"id 294","mother"
"id 294","daughter"
"id 294","duo"
"id 294","mathematician"
"id 294","#mathmama"
"id 294","#disruptjmm"
"id 294","#jmm2020"
"id 295","hearing"
"id 295","user266"
"id 295","powerful"
"id 295","emotional"
"id 295","story"
"id 295","duo"
"id 295","ethnography"
"id 295","underlying"
"id 295","many"
"id 295","live"
"id 295","#mathmama"
"id 295","#disruptjmm"
"id 295","#jmm2020"
"id 296","far"
"id 296","weve"
"id 296","spatial"
"id 296","analysi"
"id 296","#iblmath"
"id 296","teaching"
"id 296","ode"
"id 296","pde"
"id 296","probability"
"id 296","represented"
"id 296","among"
"id 296","dimension"
"id 296","mathematic"
"id 296","explored"
"id 296","result"
"id 296","motherhood"
"id 296","#mathmama"
"id 296","talk"
"id 296","330"
"id 296","duoethnography"
"id 296","explore"
"id 296","mathematic"
"id 296","belongingnes"
"id 296","identity"
"id 296","#disruptjmm"
"id 297","brave"
"id 297","important"
"id 297","statement"
"id 297","user43"
"id 297","bring"
"id 297","focu"
"id 297","#disruptjmm"
"id 297","sexual"
"id 297","harassment"
"id 297","mathematic"
"id 297","colleague"
"id 297","havent"
"id 297","read"
"id 297","please"
"id 298","amsawm"
"id 298","invited"
"id 298","session"
"id 298","mathematic"
"id 298","motherhood"
"id 298","start"
"id 298","emille"
"id 298","davie"
"id 298","lawrence"
"id 298","talked"
"id 298","creating"
"id 298","online"
"id 298","community"
"id 298","support"
"id 298","academic"
"id 298","math"
"id 298","mama"
"id 298","online"
"id 298","mathematician"
"id 298","people"
"id 298","room"
"id 298","403"
"id 298","16"
"id 298","pm"
"id 298","#disruptjmm"
"id 298","#jmm2020"
"id 299","rtuser266"
"id 299","think"
"id 299","right"
"id 299","speech"
"id 299","important"
"id 299","another"
"id 299","human"
"id 299","worth"
"id 299","dignity"
"id 299","might"
"id 299","want"
"id 299","t"
"id 300","rtuser308"
"id 300","im"
"id 300","#disruptjmm"
"id 300","small"
"id 300","way"
"id 300","beginning"
"id 300","talk"
"id 300","im"
"id 300","nervou"
"id 300","im"
"id 300","mildly"
"id 300","nauseou"
"id 300","sweating"
"id 301","rtuser266"
"id 301","think"
"id 301","right"
"id 301","speech"
"id 301","important"
"id 301","another"
"id 301","human"
"id 301","worth"
"id 301","dignity"
"id 301","might"
"id 301","want"
"id 301","t"
"id 302","rtuser308"
"id 302","im"
"id 302","#disruptjmm"
"id 302","small"
"id 302","way"
"id 302","beginning"
"id 302","talk"
"id 302","im"
"id 302","nervou"
"id 302","im"
"id 302","mildly"
"id 302","nauseou"
"id 302","sweating"
"id 303","rtuser36"
"id 303","ran"
"id 303","elevation"
"id 303","make"
"id 303","user308"
"id 303","#disruptjmm"
"id 303","moment"
"id 303","talk"
"id 303","well"
"id 303","worth"
"id 303","now"
"id 303","im"
"id 303","dead"
"id 304","rtuser308"
"id 304","im"
"id 304","#disruptjmm"
"id 304","small"
"id 304","way"
"id 304","beginning"
"id 304","talk"
"id 304","im"
"id 304","nervou"
"id 304","im"
"id 304","mildly"
"id 304","nauseou"
"id 304","sweating"
"id 305","rtuser153"
"id 305","anyone"
"id 305","user10"
"id 305","working"
"id 305","#disruptjmm"
"id 305","become"
"id 305","free"
"id 305","member"
"id 305","institute"
"id 305","quantitative"
"id 305","study"
"id 305","inclus"
"id 306","rtuser153"
"id 306","anyone"
"id 306","user10"
"id 306","working"
"id 306","#disruptjmm"
"id 306","become"
"id 306","free"
"id 306","member"
"id 306","institute"
"id 306","quantitative"
"id 306","study"
"id 306","inclus"
"id 307","rtuser266"
"id 307","calling"
"id 307","bull"
"id 307","r"
"id 307","talk"
"id 307","today"
"id 307","thursday"
"id 307","600"
"id 307","pm650"
"id 307","pm"
"id 307","sigmaa"
"id 307","quantitative"
"id 307","literacy"
"id 307","sigm"
"id 308","rtuser172"
"id 308","emerald"
"id 308","stacy"
"id 308","start"
"id 308","land"
"id 308","acknowledgment"
"id 308","fact"
"id 308","8"
"id 308","11270"
"id 308","math"
"id 308","stat"
"id 308","phd"
"id 308","awarded"
"id 308","pe"
"id 309","rtuser153"
"id 309","anyone"
"id 309","user10"
"id 309","working"
"id 309","#disruptjmm"
"id 309","become"
"id 309","free"
"id 309","member"
"id 309","institute"
"id 309","quantitative"
"id 309","study"
"id 309","inclus"
"id 310","rtuser222"
"id 310","youre"
"id 310","#jmm2020"
"id 310","come"
"id 310","panel"
"id 310","supporting"
"id 310","tran"
"id 310","nonbinary"
"id 310","math"
"id 310","student"
"id 310","saturday"
"id 310","morning"
"id 310","#disruptjmm"
"id 311","rtuser78"
"id 311","happy"
"id 311","folk"
"id 311","like"
"id 311","user250"
"id 311","user70"
"id 311","user212"
"id 311","user36"
"id 311","user216"
"id 311","other"
"id 311","live"
"id 311","tweeting"
"id 311","user104"
"id 312","rtuser266"
"id 312","higher"
"id 312","education"
"id 312","indigenou"
"id 312","communitie"
"id 312","alway"
"id 312","exploitation"
"id 312","#disruptjmm"
"id 312","#jmm2020"
"id 313","rtuser36"
"id 313","honor"
"id 313","#diversityandinclusion"
"id 313","hope"
"id 313","consider"
"id 313","might"
"id 313","#disruptjmm"
"id 313","challenge"
"id 313","#jmm2020"
"id 314","rtuser250"
"id 314","care"
"id 314","diversity"
"id 314","inclusion"
"id 314","user102"
"id 314","invite"
"id 314","u"
"id 314","answer"
"id 314","question"
"id 314","#jmm2020"
"id 314","#disrupt"
"id 315","rtuser102"
"id 315","#awkwardboardingselfie"
"id 315","way"
"id 315","#jmm2020"
"id 315","sharing"
"id 315","flight"
"id 315","coach"
"id 315","paul"
"id 315","weir"
"id 315","rest"
"id 315","user273"
"id 316","rtuser36"
"id 316","#disruptjmm"
"id 316","dont"
"id 316","just"
"id 316","need"
"id 316","show"
"id 316","🦈🦈🦈"
"id 316","disagree"
"id 316","gotta"
"id 316","show"
"id 316","🐟🐠🐡"
"id 316","belong"
"id 316","ar"
"id 317","rtuser222"
"id 317","youre"
"id 317","#jmm2020"
"id 317","come"
"id 317","panel"
"id 317","supporting"
"id 317","tran"
"id 317","nonbinary"
"id 317","math"
"id 317","student"
"id 317","saturday"
"id 317","morning"
"id 317","#disruptjmm"
"id 318","rtuser78"
"id 318","happy"
"id 318","folk"
"id 318","like"
"id 318","user250"
"id 318","user70"
"id 318","user212"
"id 318","user36"
"id 318","user216"
"id 318","other"
"id 318","live"
"id 318","tweeting"
"id 318","user104"
"id 319","rtuser212"
"id 319","user36"
"id 319","first"
"id 319","citation"
"id 319","user10"
"id 319","user102"
"id 319","invited"
"id 319","presentation"
"id 319","#disruptjmm"
"id 319","moving"
"id 319","diversity"
"id 319",">"
"id 320","rtuser266"
"id 320","higher"
"id 320","education"
"id 320","indigenou"
"id 320","communitie"
"id 320","alway"
"id 320","exploitation"
"id 320","#disruptjmm"
"id 320","#jmm2020"
"id 321","rtuser266"
"id 321","opening"
"id 321","slide"
"id 321","user102"
"id 321","talk"
"id 321","#jmm2020"
"id 321","#disruptjmm"
"id 322","rtuser70"
"id 322","didnt"
"id 322","expect"
"id 322","facing"
"id 322","sense"
"id 322","notbelonging"
"id 322","quickly"
"id 322","deeply"
"id 322","#disruptjmm"
"id 322","session"
"id 322","user10"
"id 323","rtuser355"
"id 323","challenge"
"id 323","user102"
"id 323","consider"
"id 323","diversity"
"id 323","inclusion"
"id 323","reference"
"id 323","blog"
"id 323","post"
"id 323","user152"
"id 323","#dis"
"id 324","rtuser357"
"id 324","come"
"id 324","user10"
"id 324","#awkwardboardingselfie"
"id 324","#disruptjmm"
"id 325","rtuser153"
"id 325","anyone"
"id 325","user10"
"id 325","working"
"id 325","#disruptjmm"
"id 325","become"
"id 325","free"
"id 325","member"
"id 325","institute"
"id 325","quantitative"
"id 325","study"
"id 325","inclus"
"id 326","rtuser230"
"id 326","thank"
"id 326","organizing"
"id 326","many"
"id 326","important"
"id 326","point"
"id 326","made"
"id 326","many"
"id 326","thing"
"id 326","think"
"id 326","#disrup"
"id 327","rtuser266"
"id 327","#disruptjmm"
"id 327","user102"
"id 327","explore"
"id 327","like"
"id 327","mathematic"
"id 327","job"
"id 327","opportunitie"
"id 327","institutionscompa"
"id 328","rtuser216"
"id 328","dr"
"id 328","tsinnajinnie"
"id 328","user102"
"id 328","begin"
"id 328","quoting"
"id 328","user36"
"id 328","tweet"
"id 328","blog"
"id 328","post"
"id 328","inviting"
"id 328","attendee"
"id 328","#disruptjmm"
"id 328","follow"
"id 328","t"
"id 329","rtuser266"
"id 329","user78"
"id 329","solidarity"
"id 329","im"
"id 329","trying"
"id 329","amplify"
"id 329","#disruptjmm"
"id 329","can"
"id 329","identify"
"id 329","space"
"id 329","support"
"id 329","disrupt"
"id 330","rtuser266"
"id 330","#disruptjmm"
"id 330","engage"
"id 330","equity"
"id 330","inclusion"
"id 330","diversity"
"id 330","initiative"
"id 330","really"
"id 330","benefits"
"id 331","rtuser266"
"id 331","user250"
"id 331","hey"
"id 331","old"
"id 331","thread"
"id 331","fun"
"id 331","dig"
"id 331","sometime"
"id 331","gonna"
"id 331","start"
"id 331","#disruptjmm"
"id 331","talk"
"id 331","way"
"id 331","user157"
"id 332","rtuser36"
"id 332","yo"
"id 332","user102"
"id 332","delivering"
"id 332","🔥"
"id 332","🗡️"
"id 332","voice"
"id 332","sound"
"id 332","like"
"id 332","🕊️"
"id 332","#jmm2020"
"id 332","#disruptjmm"
"id 333","rtuser355"
"id 333","challenge"
"id 333","revisited"
"id 333","user102"
"id 333","highlight"
"id 333","metaphor"
"id 333","encourage"
"id 333","u"
"id 333","reflect"
"id 333","implication"
"id 333","welcome"
"id 333","indi"
"id 334","rtuser230"
"id 334","user102"
"id 334","thank"
"id 334","sharing"
"id 334","morning"
"id 334","definitely"
"id 334","challenged"
"id 334","think"
"id 334","inclusion"
"id 334","mea"
"id 335","rtuser222"
"id 335","youre"
"id 335","#jmm2020"
"id 335","come"
"id 335","panel"
"id 335","supporting"
"id 335","tran"
"id 335","nonbinary"
"id 335","math"
"id 335","student"
"id 335","saturday"
"id 335","morning"
"id 335","#disruptjmm"
"id 336","rtuser36"
"id 336","honor"
"id 336","#diversityandinclusion"
"id 336","hope"
"id 336","consider"
"id 336","might"
"id 336","#disruptjmm"
"id 336","challenge"
"id 336","#jmm2020"
"id 337","rtuser266"
"id 337","okay"
"id 337","b"
"id 337","slide"
"id 337","done"
"id 337","think"
"id 337","counted"
"id 337","least"
"id 337","5"
"id 337","#disruptjmm"
"id 337","thursday"
"id 338","rtuser357"
"id 338","come"
"id 338","user10"
"id 338","#awkwardboardingselfie"
"id 338","#disruptjmm"
"id 339","rtuser266"
"id 339","calling"
"id 339","bull"
"id 339","r"
"id 339","talk"
"id 339","today"
"id 339","thursday"
"id 339","600"
"id 339","pm650"
"id 339","pm"
"id 339","sigmaa"
"id 339","quantitative"
"id 339","literacy"
"id 339","sigm"
"id 340","rtuser266"
"id 340","calling"
"id 340","bull"
"id 340","r"
"id 340","talk"
"id 340","today"
"id 340","thursday"
"id 340","600"
"id 340","pm650"
"id 340","pm"
"id 340","sigmaa"
"id 340","quantitative"
"id 340","literacy"
"id 340","sigm"
"id 341","rtuser222"
"id 341","youre"
"id 341","#jmm2020"
"id 341","come"
"id 341","panel"
"id 341","supporting"
"id 341","tran"
"id 341","nonbinary"
"id 341","math"
"id 341","student"
"id 341","saturday"
"id 341","morning"
"id 341","#disruptjmm"
"id 342","rtuser222"
"id 342","youre"
"id 342","#jmm2020"
"id 342","come"
"id 342","panel"
"id 342","supporting"
"id 342","tran"
"id 342","nonbinary"
"id 342","math"
"id 342","student"
"id 342","saturday"
"id 342","morning"
"id 342","#disruptjmm"
"id 343","rtuser36"
"id 343","another"
"id 343","cengage"
"id 343","email"
"id 343","omg"
"id 343","user173"
"id 343","#jmm2020"
"id 343","can"
"id 343","#disruptjmm"
"id 343","glaring"
"id 343","cengage"
"id 343","unsubscrib"
"id 344","rtuser222"
"id 344","youre"
"id 344","#jmm2020"
"id 344","come"
"id 344","panel"
"id 344","supporting"
"id 344","tran"
"id 344","nonbinary"
"id 344","math"
"id 344","student"
"id 344","saturday"
"id 344","morning"
"id 344","#disruptjmm"
"id 345","rtuser230"
"id 345","user102"
"id 345","thank"
"id 345","sharing"
"id 345","morning"
"id 345","definitely"
"id 345","challenged"
"id 345","think"
"id 345","inclusion"
"id 345","mea"
"id 346","rtuser222"
"id 346","youre"
"id 346","#jmm2020"
"id 346","come"
"id 346","panel"
"id 346","supporting"
"id 346","tran"
"id 346","nonbinary"
"id 346","math"
"id 346","student"
"id 346","saturday"
"id 346","morning"
"id 346","#disruptjmm"
"id 347","rtuser216"
"id 347","di"
"id 347","betterment"
"id 347","math"
"id 347","without"
"id 347","effort"
"id 347","bring"
"id 347","resource"
"id 347","give"
"id 347","back"
"id 347","marginalized"
"id 347","communitie"
"id 347","individuals"
"id 348","rtuser222"
"id 348","youre"
"id 348","#jmm2020"
"id 348","come"
"id 348","panel"
"id 348","supporting"
"id 348","tran"
"id 348","nonbinary"
"id 348","math"
"id 348","student"
"id 348","saturday"
"id 348","morning"
"id 348","#disruptjmm"
"id 349","rtuser250"
"id 349","key"
"id 349","thing"
"id 349","u"
"id 349","think"
"id 349","#jmm2020"
"id 349","#disruptjmm"
"id 349","user102"
"id 350","rtuser212"
"id 350","user36"
"id 350","first"
"id 350","citation"
"id 350","user10"
"id 350","user102"
"id 350","invited"
"id 350","presentation"
"id 350","#disruptjmm"
"id 350","moving"
"id 350","diversity"
"id 350",">"
"id 351","rtuser70"
"id 351","first"
"id 351","session"
"id 351","#jmm2020"
"id 351","proud"
"id 351","tweetbanner"
"id 351","user36"
"id 351","looking"
"id 351","forward"
"id 351","#disruptjmm"
"id 351","hearing"
"id 351","user298"
"id 352","rtuser216"
"id 352","dr"
"id 352","tsinnajinnie"
"id 352","user102"
"id 352","begin"
"id 352","quoting"
"id 352","user36"
"id 352","tweet"
"id 352","blog"
"id 352","post"
"id 352","inviting"
"id 352","attendee"
"id 352","#disruptjmm"
"id 352","follow"
"id 352","t"
"id 353","rtuser355"
"id 353","challenge"
"id 353","user102"
"id 353","consider"
"id 353","diversity"
"id 353","inclusion"
"id 353","reference"
"id 353","blog"
"id 353","post"
"id 353","user152"
"id 353","#dis"
"id 354","rtuser36"
"id 354","important"
"id 354","messagereminder"
"id 354","user102"
"id 354","los"
"id 354","language"
"id 354","kind"
"id 354","natural"
"id 354","occurrence"
"id 354","los"
"id 354","indigen"
"id 355","rtuser250"
"id 355","key"
"id 355","thing"
"id 355","u"
"id 355","think"
"id 355","#jmm2020"
"id 355","#disruptjmm"
"id 355","user102"
"id 356","rtuser355"
"id 356","challenge"
"id 356","revisited"
"id 356","user102"
"id 356","highlight"
"id 356","metaphor"
"id 356","encourage"
"id 356","u"
"id 356","reflect"
"id 356","implication"
"id 356","welcome"
"id 356","indi"
"id 357","rtuser266"
"id 357","#disruptjmm"
"id 357","mean"
"id 357","say"
"id 357","need"
"id 357","welcome"
"id 357","marginalized"
"id 357","communitie"
"id 357","community"
"id 357","subt"
"id 358","rtuser250"
"id 358","awesome"
"id 358","user266"
"id 358","introduce"
"id 358","user102"
"id 358","call"
"id 358","acknowledge"
"id 358","stolen"
"id 358","land"
"id 358","#dis"
"id 359","rtuser266"
"id 359","extent"
"id 359","using"
"id 359","diversity"
"id 359","get"
"id 359","workforce"
"id 359","still"
"id 359","assimilation"
"id 359","exploitation"
"id 359","st"
"id 360","rtuser36"
"id 360","yo"
"id 360","user102"
"id 360","delivering"
"id 360","🔥"
"id 360","🗡️"
"id 360","voice"
"id 360","sound"
"id 360","like"
"id 360","🕊️"
"id 360","#jmm2020"
"id 360","#disruptjmm"
"id 361","rtuser266"
"id 361","#disruptjmm"
"id 361","mean"
"id 361","say"
"id 361","need"
"id 361","welcome"
"id 361","marginalized"
"id 361","communitie"
"id 361","community"
"id 361","subt"
"id 362","rtuser250"
"id 362","care"
"id 362","diversity"
"id 362","inclusion"
"id 362","user102"
"id 362","invite"
"id 362","u"
"id 362","answer"
"id 362","question"
"id 362","#jmm2020"
"id 362","#disrupt"
"id 363","rtuser36"
"id 363","honor"
"id 363","#diversityandinclusion"
"id 363","hope"
"id 363","consider"
"id 363","might"
"id 363","#disruptjmm"
"id 363","challenge"
"id 363","#jmm2020"
"id 364","rtuser266"
"id 364","extent"
"id 364","using"
"id 364","diversity"
"id 364","get"
"id 364","workforce"
"id 364","still"
"id 364","assimilation"
"id 364","exploitation"
"id 364","st"
"id 365","rtuser266"
"id 365","#disruptjmm"
"id 365","mean"
"id 365","say"
"id 365","need"
"id 365","welcome"
"id 365","marginalized"
"id 365","communitie"
"id 365","community"
"id 365","subt"
"id 366","rtuser230"
"id 366","thank"
"id 366","organizing"
"id 366","many"
